CustomerID,Recency,Frequency,Monetary,country,cluster,segment_name
12539.0,28,4,8580.76,Spain,2,Champions (2)
12540.0,22,7,3982.05,Spain,2,Champions (2)
12549.0,393,4,1159.37,USA,1,Champions
12551.0,69,1,168.0,Spain,3,At Risk / Lost (3)
12553.0,5,2,706.61,France,1,Champions
12555.0,393,1,129.23,Spain,0,At Risk / Lost
12557.0,44,3,5989.76,Spain,1,Champions
12559.0,22,2,561.71,Germany,1,Champions
12561.0,14,1,238.85,Germany,3,At Risk / Lost (3)
12567.0,20,4,3701.39,France,1,Champions
12570.0,393,1,77.52,Spain,0,At Risk / Lost
12574.0,27,1,218.45,France,3,At Risk / Lost (3)
12576.0,16,1,266.85,Poland,3,At Risk / Lost (3)
12577.0,70,2,406.44,France,3,At Risk / Lost (3)
12578.0,41,1,1608.66,Italy,1,Champions
12583.0,13,4,2725.02,France,1,Champions
12585.0,63,1,1262.85,Germany,1,Champions
12586.0,435,1,422.35,Italy,0,At Risk / Lost
12589.0,401,1,715.5,France,0,At Risk / Lost
12591.0,28,1,452.85,Italy,3,At Risk / Lost (3)
12594.0,6,2,597.0,Italy,1,Champions
12599.0,16,1,201.86,France,3,At Risk / Lost (3)
12600.0,21,8,1835.81,Germany,2,Champions (2)
12601.0,14,2,257.36,Germany,3,At Risk / Lost (3)
12606.0,393,1,21.0,Spain,0,At Risk / Lost
12609.0,29,2,618.53,Germany,1,Champions
12613.0,437,1,1350.81,Germany,0,At Risk / Lost
12616.0,8,1,255.6,France,3,At Risk / Lost (3)
12621.0,2,5,3193.33,Germany,2,Champions (2)
12623.0,408,1,1579.72,Germany,0,At Risk / Lost
12625.0,31,1,1716.62,Germany,1,Champions
12626.0,27,2,1274.1,Germany,1,Champions
12631.0,404,1,738.1800000000001,Finland,0,At Risk / Lost
12636.0,450,1,141.0,USA,0,At Risk / Lost
12637.0,35,1,1516.68,France,1,Champions
12643.0,44,1,871.1999999999999,France,3,At Risk / Lost (3)
12644.0,381,2,868.13,Germany,0,At Risk / Lost
12645.0,28,2,742.9499999999999,Germany,1,Champions
12647.0,69,8,3765.03,Germany,2,Champions (2)
12648.0,412,1,205.75,Germany,0,At Risk / Lost
12649.0,405,2,385.5,Germany,0,At Risk / Lost
12651.0,46,1,114.0,France,3,At Risk / Lost (3)
12652.0,42,1,919.98,France,3,At Risk / Lost (3)
12653.0,8,1,779.1,Israel,3,At Risk / Lost (3)
12654.0,7,1,166.6,Germany,3,At Risk / Lost (3)
12662.0,20,2,598.1800000000001,Germany,1,Champions
12663.0,379,1,153.75,Germany,0,At Risk / Lost
12664.0,34,2,1210.66,Finland,1,Champions
12665.0,36,2,231.8,Germany,3,At Risk / Lost (3)
12668.0,24,3,3235.41,Germany,1,Champions
12670.0,378,1,225.6,France,0,At Risk / Lost
12672.0,41,1,225.9,France,3,At Risk / Lost (3)
12673.0,38,1,220.9,Germany,3,At Risk / Lost (3)
12676.0,22,1,509.5,Sweden,3,At Risk / Lost (3)
12677.0,377,1,190.7,France,0,At Risk / Lost
12678.0,64,4,2531.58,France,1,Champions
12681.0,23,11,8601.72,France,2,Champions (2)
12682.0,22,11,5905.64,France,2,Champions (2)
12683.0,37,6,3352.88,France,2,Champions (2)
12686.0,83,1,89.14,France,3,At Risk / Lost (3)
12691.0,29,3,406.2,France,1,Champions
12693.0,31,1,162.05,Germany,3,At Risk / Lost (3)
12695.0,377,1,493.66,France,0,At Risk / Lost
12703.0,396,1,557.53,Germany,0,At Risk / Lost
12705.0,68,1,858.0,Germany,3,At Risk / Lost (3)
12707.0,3,1,603.42,France,3,At Risk / Lost (3)
12708.0,41,4,1010.18,Germany,1,Champions
12709.0,30,8,6033.27,Germany,2,Champions (2)
12711.0,388,1,549.3,Germany,0,At Risk / Lost
12712.0,23,6,1597.81,Germany,1,Champions
12714.0,6,3,3621.14,France,1,Champions
12720.0,15,4,1105.33,Germany,1,Champions
12721.0,15,2,741.62,France,1,Champions
12724.0,43,1,154.9,France,3,At Risk / Lost (3)
12725.0,82,1,427.8,Italy,3,At Risk / Lost (3)
12726.0,27,2,571.86,France,1,Champions
12727.0,8,3,2193.48,France,1,Champions
12728.0,44,1,252.54,France,3,At Risk / Lost (3)
12731.0,24,2,4246.33,France,1,Champions
12733.0,401,1,1130.22,USA,0,At Risk / Lost
12734.0,64,1,110.4,France,3,At Risk / Lost (3)
12735.0,27,2,779.5699999999999,France,1,Champions
12736.0,44,1,234.0,France,3,At Risk / Lost (3)
12738.0,83,1,155.35,Germany,3,At Risk / Lost (3)
12744.0,30,1,2053.07,Singapore,1,Champions
12745.0,393,1,201.56,EIRE,0,At Risk / Lost
12747.0,34,8,2301.31,United Kingdom,2,Champions (2)
12748.0,1,62,8689.38,United Kingdom,2,Champions (2)
12753.0,15,2,9325.83,Japan,1,Champions
12754.0,20,1,45.57,Japan,3,At Risk / Lost (3)
12755.0,77,3,3831.41,Japan,1,Champions
12758.0,449,1,2454.68,Portugal,0,At Risk / Lost
12759.0,447,1,508.26,Netherlands,0,At Risk / Lost
12763.0,80,1,320.08,Japan,3,At Risk / Lost (3)
12764.0,28,1,1693.88,Lebanon,1,Champions
12766.0,3,3,2809.42,Portugal,1,Champions
12775.0,22,1,214.45,Netherlands,3,At Risk / Lost (3)
12776.0,379,1,55.5,Portugal,0,At Risk / Lost
12778.0,23,1,134.48,Netherlands,3,At Risk / Lost (3)
12779.0,20,4,1570.4,Poland,1,Champions
12782.0,29,2,1147.43,Portugal,1,Champions
12785.0,75,2,678.85,Portugal,1,Champions
12789.0,405,1,89.25,Netherlands,0,At Risk / Lost
12791.0,85,1,192.6,Netherlands,3,At Risk / Lost (3)
12793.0,46,2,545.48,Portugal,1,Champions
12797.0,77,1,254.03,Portugal,3,At Risk / Lost (3)
12800.0,388,2,403.33,Portugal,0,At Risk / Lost
12805.0,386,1,266.5,Netherlands,0,At Risk / Lost
12808.0,80,1,129.4,Portugal,3,At Risk / Lost (3)
12810.0,388,1,159.66,Japan,0,At Risk / Lost
12813.0,404,1,244.2,Netherlands,0,At Risk / Lost
12820.0,38,3,653.75,United Kingdom,1,Champions
12823.0,8,2,722.5,United Kingdom,1,Champions
12826.0,28,4,1155.3,United Kingdom,1,Champions
12829.0,48,2,293.0,United Kingdom,3,At Risk / Lost (3)
12835.0,373,13,2031.55,United Kingdom,2,Champions (2)
12836.0,23,4,1870.91,United Kingdom,1,Champions
12838.0,85,1,390.79,United Kingdom,3,At Risk / Lost (3)
12839.0,68,6,1832.53,United Kingdom,1,Champions
12840.0,385,1,150.0,United Kingdom,0,At Risk / Lost
12841.0,8,7,1242.98,United Kingdom,2,Champions (2)
12842.0,20,2,707.9300000000001,United Kingdom,1,Champions
12843.0,392,2,92.74,United Kingdom,0,At Risk / Lost
12845.0,1,1,65.09,United Kingdom,3,At Risk / Lost (3)
12846.0,393,1,15.58,United Kingdom,0,At Risk / Lost
12848.0,387,1,208.0,United Kingdom,0,At Risk / Lost
12852.0,6,1,311.55,United Kingdom,3,At Risk / Lost (3)
12853.0,27,2,840.4,United Kingdom,1,Champions
12854.0,30,2,915.24,United Kingdom,1,Champions
12855.0,84,1,38.1,United Kingdom,3,At Risk / Lost (3)
12857.0,14,2,1006.2,United Kingdom,1,Champions
12860.0,404,1,55.47,United Kingdom,0,At Risk / Lost
12867.0,9,4,1782.52,United Kingdom,1,Champions
12868.0,27,3,673.21,United Kingdom,1,Champions
12869.0,393,1,337.67,United Kingdom,0,At Risk / Lost
12872.0,38,5,1547.56,United Kingdom,1,Champions
12873.0,393,1,492.4,United Kingdom,0,At Risk / Lost
12875.0,74,2,599.0400000000001,United Kingdom,1,Champions
12877.0,41,3,549.75,United Kingdom,1,Champions
12891.0,4,2,63.0,United Kingdom,3,At Risk / Lost (3)
12897.0,13,1,128.8,United Kingdom,3,At Risk / Lost (3)
12898.0,371,1,158.32,United Kingdom,0,At Risk / Lost
12905.0,393,1,593.66,United Kingdom,0,At Risk / Lost
12908.0,24,1,318.0,United Kingdom,3,At Risk / Lost (3)
12913.0,12,5,1952.15,United Kingdom,1,Champions
12915.0,84,1,199.65,United Kingdom,3,At Risk / Lost (3)
12916.0,32,2,1227.18,United Kingdom,1,Champions
12917.0,441,1,1552.9,United Kingdom,0,At Risk / Lost
12920.0,436,2,138.9,United Kingdom,0,At Risk / Lost
12921.0,12,11,5420.85,United Kingdom,2,Champions (2)
12924.0,39,4,338.54,United Kingdom,1,Champions
12926.0,436,1,390.66,United Kingdom,0,At Risk / Lost
12928.0,70,1,392.34,United Kingdom,3,At Risk / Lost (3)
12929.0,23,1,117.85,United Kingdom,3,At Risk / Lost (3)
12931.0,9,9,4469.85,United Kingdom,2,Champions (2)
12932.0,379,1,424.72,United Kingdom,0,At Risk / Lost
12933.0,440,1,155.79,United Kingdom,0,At Risk / Lost
12934.0,448,1,181.65,United Kingdom,0,At Risk / Lost
12935.0,30,1,431.63,United Kingdom,3,At Risk / Lost (3)
12937.0,433,2,314.57,United Kingdom,0,At Risk / Lost
12939.0,10,3,5804.28,United Kingdom,1,Champions
12941.0,436,1,377.49,United Kingdom,0,At Risk / Lost
12942.0,77,1,258.75,United Kingdom,3,At Risk / Lost (3)
12944.0,66,1,286.95,United Kingdom,3,At Risk / Lost (3)
12945.0,367,1,437.16,United Kingdom,0,At Risk / Lost
12947.0,48,2,605.7,United Kingdom,1,Champions
12948.0,442,2,252.48,United Kingdom,0,At Risk / Lost
12949.0,371,4,3669.03,United Kingdom,1,Champions
12951.0,31,4,664.49,United Kingdom,1,Champions
12956.0,17,4,521.89,United Kingdom,1,Champions
12957.0,51,2,1521.63,United Kingdom,1,Champions
12960.0,373,1,413.67,United Kingdom,0,At Risk / Lost
12963.0,77,1,365.8,United Kingdom,3,At Risk / Lost (3)
12967.0,69,2,1660.9,United Kingdom,1,Champions
12970.0,33,3,284.44,United Kingdom,1,Champions
12971.0,7,20,2370.52,United Kingdom,2,Champions (2)
12972.0,372,1,469.51,United Kingdom,0,At Risk / Lost
12975.0,445,1,441.63,United Kingdom,0,At Risk / Lost
12976.0,376,1,377.62,United Kingdom,0,At Risk / Lost
12978.0,399,3,1447.83,United Kingdom,1,Champions
12979.0,440,1,517.7,United Arab Emirates,0,At Risk / Lost
12980.0,1,7,5426.22,United Kingdom,2,Champions (2)
12986.0,399,1,303.87,United Kingdom,0,At Risk / Lost
12987.0,400,1,282.33,United Kingdom,0,At Risk / Lost
12988.0,3,1,535.32,United Kingdom,3,At Risk / Lost (3)
12989.0,9,8,2964.64,United Kingdom,2,Champions (2)
12990.0,21,1,97.5,United Kingdom,3,At Risk / Lost (3)
12992.0,436,1,93.35,United Kingdom,0,At Risk / Lost
12993.0,9,2,272.45,United Kingdom,3,At Risk / Lost (3)
12997.0,28,1,305.55,United Kingdom,3,At Risk / Lost (3)
13000.0,76,2,699.4,United Kingdom,1,Champions
13001.0,7,6,5983.360000000001,United Kingdom,2,Champions (2)
13002.0,29,1,120.95,United Kingdom,3,At Risk / Lost (3)
13004.0,9,9,2997.83,United Kingdom,2,Champions (2)
13008.0,34,2,418.78,United Kingdom,3,At Risk / Lost (3)
13009.0,384,1,234.0,United Kingdom,0,At Risk / Lost
13011.0,83,1,50.55,United Kingdom,3,At Risk / Lost (3)
13012.0,6,1,377.27,United Kingdom,3,At Risk / Lost (3)
13013.0,83,3,2284.85,United Kingdom,1,Champions
13018.0,7,1,331.2,United Kingdom,3,At Risk / Lost (3)
13019.0,441,2,445.3,United Kingdom,0,At Risk / Lost
13020.0,371,1,448.01,United Kingdom,0,At Risk / Lost
13021.0,70,2,391.06,United Kingdom,3,At Risk / Lost (3)
13025.0,443,1,323.39,United Kingdom,0,At Risk / Lost
13026.0,438,1,335.98,United Kingdom,0,At Risk / Lost
13027.0,66,4,2592.0,United Kingdom,1,Champions
13029.0,64,1,382.5,United Kingdom,3,At Risk / Lost (3)
13030.0,79,1,427.74,United Kingdom,3,At Risk / Lost (3)
13033.0,68,1,190.55,United Kingdom,3,At Risk / Lost (3)
13034.0,80,1,165.86,United Kingdom,3,At Risk / Lost (3)
13036.0,396,1,307.1,United Kingdom,0,At Risk / Lost
13037.0,401,2,604.69,United Kingdom,0,At Risk / Lost
13038.0,2,1,395.1,United Kingdom,3,At Risk / Lost (3)
13039.0,433,1,162.8,United Kingdom,0,At Risk / Lost
13042.0,386,2,1022.2,United Kingdom,0,At Risk / Lost
13044.0,2,3,1180.47,United Kingdom,1,Champions
13047.0,21,6,1695.81,United Kingdom,1,Champions
13048.0,38,2,872.21,United Kingdom,1,Champions
13049.0,29,1,153.78,United Kingdom,3,At Risk / Lost (3)
13050.0,15,10,3105.29,United Kingdom,2,Champions (2)
13064.0,38,1,203.3,United Kingdom,3,At Risk / Lost (3)
13065.0,84,1,205.86,United Kingdom,3,At Risk / Lost (3)
13068.0,31,1,165.0,United Kingdom,3,At Risk / Lost (3)
13069.0,19,6,1240.09,United Kingdom,1,Champions
13070.0,443,1,154.2,United Kingdom,0,At Risk / Lost
13074.0,401,2,634.0,United Kingdom,0,At Risk / Lost
13077.0,1,5,1217.28,United Kingdom,2,Champions (2)
13078.0,7,13,6096.54,United Kingdom,2,Champions (2)
13081.0,48,6,12867.84,United Kingdom,2,Champions (2)
13082.0,49,3,571.62,United Kingdom,1,Champions
13085.0,6,7,2295.3,United Kingdom,2,Champions (2)
13087.0,437,1,313.64,United Kingdom,0,At Risk / Lost
13089.0,1,39,24704.32,United Kingdom,2,Champions (2)
13090.0,41,4,1311.16,United Kingdom,1,Champions
13091.0,441,2,1976.0,United Kingdom,0,At Risk / Lost
13092.0,71,2,633.5,United Kingdom,1,Champions
13093.0,22,15,13827.12,United Kingdom,2,Champions (2)
13094.0,13,4,452.64,United Kingdom,1,Champions
13097.0,4,7,3453.85,United Kingdom,2,Champions (2)
13098.0,16,2,893.6,United Kingdom,1,Champions
13101.0,392,1,168.54999999999998,United Kingdom,0,At Risk / Lost
13102.0,20,7,1881.8,United Kingdom,2,Champions (2)
13104.0,66,1,101.76,United Kingdom,3,At Risk / Lost (3)
13107.0,45,2,1173.14,United Kingdom,1,Champions
13108.0,84,1,350.06,United Kingdom,3,At Risk / Lost (3)
13110.0,22,3,823.6300000000001,United Kingdom,1,Champions
13111.0,430,1,321.88000000000005,United Kingdom,0,At Risk / Lost
13113.0,2,5,2602.83,United Kingdom,2,Champions (2)
13114.0,442,1,234.38,United Kingdom,0,At Risk / Lost
13117.0,30,3,499.93,United Kingdom,1,Champions
13119.0,380,1,134.9,United Kingdom,0,At Risk / Lost
13124.0,70,1,1256.32,United Kingdom,1,Champions
13126.0,50,3,547.31,United Kingdom,1,Champions
13131.0,380,1,651.41,United Kingdom,0,At Risk / Lost
13133.0,15,1,52.35,United Kingdom,3,At Risk / Lost (3)
13136.0,442,1,549.09,United Kingdom,0,At Risk / Lost
13137.0,20,1,217.93,United Kingdom,3,At Risk / Lost (3)
13138.0,83,1,193.23,United Kingdom,3,At Risk / Lost (3)
13140.0,77,1,159.51,United Kingdom,3,At Risk / Lost (3)
13141.0,26,5,2256.35,United Kingdom,1,Champions
13144.0,44,1,110.95,United Kingdom,3,At Risk / Lost (3)
13145.0,83,1,295.0,United Kingdom,3,At Risk / Lost (3)
13148.0,24,6,1946.36,United Kingdom,2,Champions (2)
13151.0,7,1,1257.87,United Kingdom,1,Champions
13152.0,367,2,810.82,United Kingdom,0,At Risk / Lost
13154.0,447,1,337.1,United Kingdom,0,At Risk / Lost
13155.0,38,2,569.2,United Kingdom,1,Champions
13156.0,379,2,1239.6,United Kingdom,0,At Risk / Lost
13157.0,9,1,197.82,United Kingdom,3,At Risk / Lost (3)
13158.0,30,1,256.41,United Kingdom,3,At Risk / Lost (3)
13161.0,24,1,112.75,United Kingdom,3,At Risk / Lost (3)
13162.0,46,6,4272.97,United Kingdom,2,Champions (2)
13164.0,379,1,275.8,United Kingdom,0,At Risk / Lost
13165.0,62,1,354.64,United Kingdom,3,At Risk / Lost (3)
13168.0,3,2,841.23,United Kingdom,1,Champions
13171.0,10,1,140.35,United Kingdom,3,At Risk / Lost (3)
13173.0,78,5,959.88,United Kingdom,1,Champions
13174.0,27,5,3655.44,United Kingdom,2,Champions (2)
13175.0,447,1,319.15,United Kingdom,0,At Risk / Lost
13178.0,7,5,3036.34,United Kingdom,2,Champions (2)
13183.0,46,1,625.04,United Kingdom,3,At Risk / Lost (3)
13184.0,1,1,212.52,United Kingdom,3,At Risk / Lost (3)
13187.0,48,1,236.02,United Kingdom,3,At Risk / Lost (3)
13190.0,389,2,362.05,United Kingdom,0,At Risk / Lost
13191.0,369,1,164.69,United Kingdom,0,At Risk / Lost
13192.0,398,1,724.92,United Kingdom,0,At Risk / Lost
13198.0,30,2,1184.74,United Kingdom,1,Champions
13199.0,8,13,2723.2200000000003,United Kingdom,2,Champions (2)
13202.0,442,1,320.2,United Kingdom,0,At Risk / Lost
13203.0,433,1,339.9,United Kingdom,0,At Risk / Lost
13204.0,442,1,966.66,United Kingdom,0,At Risk / Lost
13206.0,371,7,5044.23,United Kingdom,2,Champions (2)
13208.0,20,2,229.57,United Kingdom,3,At Risk / Lost (3)
13209.0,37,3,687.5,United Kingdom,1,Champions
13211.0,72,2,346.54,United Kingdom,3,At Risk / Lost (3)
13217.0,367,1,132.5,United Kingdom,0,At Risk / Lost
13221.0,71,1,498.16,United Kingdom,3,At Risk / Lost (3)
13223.0,377,1,216.6,United Kingdom,0,At Risk / Lost
13225.0,49,5,5617.53,United Kingdom,2,Champions (2)
13230.0,6,4,530.22,United Kingdom,1,Champions
13233.0,47,2,594.87,United Kingdom,1,Champions
13234.0,384,2,356.95,United Kingdom,0,At Risk / Lost
13238.0,71,1,91.15,United Kingdom,3,At Risk / Lost (3)
13240.0,77,1,224.07,United Kingdom,3,At Risk / Lost (3)
13242.0,380,1,117.0,United Kingdom,0,At Risk / Lost
13246.0,4,3,1083.56,United Kingdom,1,Champions
13249.0,396,1,76.4,United Kingdom,0,At Risk / Lost
13253.0,50,2,1450.87,United Kingdom,1,Champions
13255.0,85,1,225.7,United Kingdom,3,At Risk / Lost (3)
13259.0,388,3,475.58,United Kingdom,0,At Risk / Lost
13263.0,36,1,141.66,United Kingdom,3,At Risk / Lost (3)
13266.0,434,1,295.55,United Kingdom,0,At Risk / Lost
13267.0,43,7,2323.51,United Kingdom,2,Champions (2)
13269.0,72,5,1188.79,United Kingdom,1,Champions
13270.0,77,1,590.0,United Kingdom,3,At Risk / Lost (3)
13280.0,27,2,699.36,United Kingdom,1,Champions
13284.0,42,1,201.19,United Kingdom,3,At Risk / Lost (3)
13285.0,1,1,666.89,United Kingdom,3,At Risk / Lost (3)
13287.0,416,1,264.38,United Kingdom,0,At Risk / Lost
13288.0,377,1,365.76,United Kingdom,0,At Risk / Lost
13289.0,435,1,307.95,United Kingdom,0,At Risk / Lost
13291.0,377,1,179.37,United Kingdom,0,At Risk / Lost
13293.0,380,1,236.6,United Kingdom,0,At Risk / Lost
13295.0,71,1,201.2,United Kingdom,3,At Risk / Lost (3)
13301.0,4,1,173.91,United Kingdom,3,At Risk / Lost (3)
13304.0,62,2,608.27,United Kingdom,1,Champions
13305.0,7,2,288.9,United Kingdom,3,At Risk / Lost (3)
13309.0,20,1,390.71,United Kingdom,3,At Risk / Lost (3)
13310.0,35,1,410.18,United Kingdom,3,At Risk / Lost (3)
13313.0,51,4,1003.29,United Kingdom,1,Champions
13315.0,400,1,310.26,United Kingdom,0,At Risk / Lost
13317.0,70,4,1182.92,United Kingdom,1,Champions
13319.0,15,14,5499.05,United Kingdom,2,Champions (2)
13324.0,24,2,1110.6,United Kingdom,1,Champions
13327.0,7,6,2340.7200000000003,United Kingdom,2,Champions (2)
13328.0,27,1,1308.48,United Kingdom,1,Champions
13329.0,78,2,638.85,United Kingdom,1,Champions
13330.0,27,2,974.39,United Kingdom,1,Champions
13333.0,370,1,162.18,United Kingdom,0,At Risk / Lost
13334.0,17,1,1660.44,United Kingdom,1,Champions
13338.0,415,1,757.1,United Kingdom,0,At Risk / Lost
13340.0,366,2,6045.54,United Kingdom,1,Champions
13360.0,405,2,715.15,United Kingdom,0,At Risk / Lost
13368.0,49,1,35.400000000000006,United Kingdom,3,At Risk / Lost (3)
13369.0,77,1,308.28000000000003,United Kingdom,3,At Risk / Lost (3)
13370.0,83,1,754.87,United Kingdom,3,At Risk / Lost (3)
13373.0,445,1,748.42,United Kingdom,0,At Risk / Lost
13381.0,10,3,1396.5,United Kingdom,1,Champions
13382.0,443,1,255.04,United Kingdom,0,At Risk / Lost
13385.0,41,1,534.57,United Kingdom,3,At Risk / Lost (3)
13392.0,389,1,91.14,United Kingdom,0,At Risk / Lost
13393.0,367,3,888.37,United Kingdom,0,At Risk / Lost
13394.0,21,5,1933.17,United Kingdom,1,Champions
13396.0,31,1,387.27,United Kingdom,3,At Risk / Lost (3)
13397.0,6,4,1317.91,United Kingdom,1,Champions
13402.0,83,1,308.28000000000003,United Kingdom,3,At Risk / Lost (3)
13403.0,435,1,78.6,United Kingdom,0,At Risk / Lost
13405.0,29,2,306.51,United Kingdom,3,At Risk / Lost (3)
13407.0,373,1,1384.02,United Kingdom,0,At Risk / Lost
13408.0,9,19,12328.072,United Kingdom,2,Champions (2)
13410.0,2,3,933.16,United Kingdom,1,Champions
13413.0,398,1,17.49,United Kingdom,0,At Risk / Lost
13414.0,8,1,390.0,United Kingdom,3,At Risk / Lost (3)
13415.0,439,1,483.42,United Kingdom,0,At Risk / Lost
13416.0,448,1,228.3,United Kingdom,0,At Risk / Lost
13417.0,381,1,604.1,United Kingdom,0,At Risk / Lost
13418.0,70,6,2391.38,United Kingdom,1,Champions
13421.0,1,4,1644.53,United Kingdom,1,Champions
13425.0,6,1,401.57,United Kingdom,3,At Risk / Lost (3)
13426.0,48,4,1581.7,United Kingdom,1,Champions
13427.0,433,1,96.0,United Kingdom,0,At Risk / Lost
13431.0,371,1,293.45,United Kingdom,0,At Risk / Lost
13433.0,408,1,95.2,United Kingdom,0,At Risk / Lost
13434.0,367,1,339.18,United Kingdom,0,At Risk / Lost
13442.0,378,3,419.87,United Kingdom,0,At Risk / Lost
13443.0,389,1,229.77,United Kingdom,0,At Risk / Lost
13446.0,375,1,541.19,United Kingdom,0,At Risk / Lost
13448.0,75,6,2478.94,United Kingdom,1,Champions
13451.0,45,1,401.49,United Kingdom,3,At Risk / Lost (3)
13453.0,1,1,185.0,United Kingdom,3,At Risk / Lost (3)
13455.0,78,3,1124.59,United Kingdom,1,Champions
13457.0,400,2,148.22,United Kingdom,0,At Risk / Lost
13458.0,16,3,3493.9,United Kingdom,1,Champions
13459.0,394,1,630.79,United Kingdom,0,At Risk / Lost
13462.0,401,2,377.52,United Kingdom,0,At Risk / Lost
13468.0,13,16,3678.18,United Kingdom,2,Champions (2)
13473.0,44,2,630.0,United Kingdom,1,Champions
13475.0,10,1,317.12,United Kingdom,3,At Risk / Lost (3)
13477.0,3,2,608.1,United Kingdom,1,Champions
13478.0,388,1,386.19,United Kingdom,0,At Risk / Lost
13480.0,391,1,493.94,United Kingdom,0,At Risk / Lost
13481.0,447,1,311.2,United Kingdom,0,At Risk / Lost
13485.0,443,2,204.7,United Kingdom,0,At Risk / Lost
