CustomerID,recency_days,frequency_invoices,monetary_value,country
12839.0,68,6,1832.53,United Kingdom
12840.0,385,1,150.0,United Kingdom
12841.0,8,7,1242.98,United Kingdom
12842.0,20,2,707.9300000000001,United Kingdom
12843.0,392,2,92.74,United Kingdom
12845.0,1,1,65.09,United Kingdom
12846.0,393,1,15.58,United Kingdom
12848.0,387,1,208.0,United Kingdom
12852.0,6,1,311.55,United Kingdom
12853.0,27,2,840.4,United Kingdom
12854.0,30,2,915.24,United Kingdom
12855.0,84,1,38.1,United Kingdom
12857.0,14,2,1006.2,United Kingdom
12860.0,404,1,55.47,United Kingdom
12867.0,9,4,1782.52,United Kingdom
12868.0,27,3,673.21,United Kingdom
12869.0,393,1,337.66999999999996,United Kingdom
12872.0,38,5,1547.56,United Kingdom
12873.0,393,1,492.4,United Kingdom
12875.0,74,2,599.0400000000001,United Kingdom
12877.0,41,3,549.75,United Kingdom
12891.0,4,2,63.0,United Kingdom
12897.0,13,1,128.8,United Kingdom
12898.0,371,1,158.32,United Kingdom
12905.0,393,1,593.66,United Kingdom
12908.0,24,1,318.0,United Kingdom
12913.0,12,5,1952.15,United Kingdom
12915.0,84,1,199.65,United Kingdom
12916.0,32,2,1227.18,United Kingdom
12917.0,441,1,1552.9,United Kingdom
12920.0,436,2,138.9,United Kingdom
12921.0,12,11,5420.85,United Kingdom
12924.0,39,4,338.54,United Kingdom
12926.0,436,1,390.66,United Kingdom
12928.0,70,1,392.34000000000003,United Kingdom
12929.0,23,1,117.85,United Kingdom
12931.0,9,9,4469.85,United Kingdom
12932.0,379,1,424.71999999999997,United Kingdom
12933.0,440,1,155.79,United Kingdom
12934.0,448,1,181.65,United Kingdom
12935.0,30,1,431.63,United Kingdom
12937.0,433,2,314.57,United Kingdom
12939.0,10,3,5804.28,United Kingdom
12941.0,436,1,377.49,United Kingdom
12942.0,77,1,258.75,United Kingdom
12944.0,66,1,286.95,United Kingdom
12945.0,367,1,437.16,United Kingdom
12947.0,48,2,605.7,United Kingdom
12948.0,442,2,252.48000000000002,United Kingdom
12949.0,371,4,3669.03,United Kingdom
12951.0,31,4,664.49,United Kingdom
12956.0,17,4,521.89,United Kingdom
12957.0,51,2,1521.63,United Kingdom
12960.0,373,1,413.67,United Kingdom
12963.0,77,1,365.8,United Kingdom
12967.0,69,2,1660.9,United Kingdom
12970.0,33,3,284.44,United Kingdom
12971.0,7,20,2370.52,United Kingdom
12972.0,372,1,469.51,United Kingdom
12975.0,445,1,441.63,United Kingdom
12976.0,376,1,377.62,United Kingdom
12978.0,399,3,1447.83,United Kingdom
12979.0,440,1,517.7,United Arab Emirates
12980.0,1,7,5426.22,United Kingdom
12986.0,399,1,303.87,United Kingdom
12987.0,400,1,282.33,United Kingdom
12988.0,3,1,535.32,United Kingdom
12989.0,9,8,2964.64,United Kingdom
12990.0,21,1,97.5,United Kingdom
12992.0,436,1,93.35000000000001,United Kingdom
12993.0,9,2,272.45,United Kingdom
12997.0,28,1,305.55,United Kingdom
13000.0,76,2,699.4,United Kingdom
13001.0,7,6,5983.360000000001,United Kingdom
13002.0,29,1,120.94999999999999,United Kingdom
13004.0,9,9,2997.83,United Kingdom
13008.0,34,2,418.78,United Kingdom
13009.0,384,1,234.0,United Kingdom
13011.0,83,1,50.550000000000004,United Kingdom
13012.0,6,1,377.27000000000004,United Kingdom
13013.0,83,3,2284.85,United Kingdom
13018.0,7,1,331.2,United Kingdom
13019.0,441,2,445.3,United Kingdom
13020.0,371,1,448.01,United Kingdom
13021.0,70,2,391.06,United Kingdom
13025.0,443,1,323.39,United Kingdom
13026.0,438,1,335.98,United Kingdom
13027.0,66,4,2592.0,United Kingdom
13029.0,64,1,382.5,United Kingdom
13030.0,79,1,427.74,United Kingdom
13033.0,68,1,190.55,United Kingdom
13034.0,80,1,165.86,United Kingdom
13036.0,396,1,307.1,United Kingdom
13037.0,401,2,604.69,United Kingdom
13038.0,2,1,395.1,United Kingdom
13039.0,433,1,162.8,United Kingdom
13042.0,386,2,1022.2,United Kingdom
13044.0,2,3,1180.47,United Kingdom
13047.0,21,6,1695.81,United Kingdom
13048.0,38,2,872.21,United Kingdom
13049.0,29,1,153.78,United Kingdom
13050.0,15,10,3105.29,United Kingdom
13064.0,38,1,203.3,United Kingdom
13065.0,84,1,205.86,United Kingdom
13068.0,31,1,165.0,United Kingdom
13069.0,19,6,1240.09,United Kingdom
13070.0,443,1,154.2,United Kingdom
13074.0,401,2,634.0,United Kingdom
13077.0,1,5,1217.28,United Kingdom
13078.0,7,13,6096.54,United Kingdom
13081.0,48,6,12867.84,United Kingdom
13082.0,49,3,571.62,United Kingdom
13085.0,6,7,2295.3,United Kingdom
13087.0,437,1,313.64,United Kingdom
13089.0,1,39,24704.32,United Kingdom
13090.0,41,4,1311.1599999999999,United Kingdom
13091.0,441,2,1976.0,United Kingdom
13092.0,71,2,633.5,United Kingdom
13093.0,22,15,13827.12,United Kingdom
13094.0,13,4,452.64000000000004,United Kingdom
13097.0,4,7,3453.85,United Kingdom
13098.0,16,2,893.6,United Kingdom
13101.0,392,1,168.54999999999998,United Kingdom
13102.0,20,7,1881.8,United Kingdom
13104.0,66,1,101.76,United Kingdom
13107.0,45,2,1173.1399999999999,United Kingdom
13108.0,84,1,350.06,United Kingdom
13110.0,22,3,823.6300000000001,United Kingdom
13111.0,430,1,321.88000000000005,United Kingdom
13113.0,2,5,2602.83,United Kingdom
13114.0,442,1,234.38,United Kingdom
13117.0,30,3,499.93,United Kingdom
13119.0,380,1,134.9,United Kingdom
13124.0,70,1,1256.32,United Kingdom
13126.0,50,3,547.31,United Kingdom
13131.0,380,1,651.41,United Kingdom
13133.0,15,1,52.35,United Kingdom
13136.0,442,1,549.09,United Kingdom
13137.0,20,1,217.93,United Kingdom
13138.0,83,1,193.23,United Kingdom
13140.0,77,1,159.51,United Kingdom
13141.0,26,5,2256.35,United Kingdom
13144.0,44,1,110.95,United Kingdom
13145.0,83,1,295.0,United Kingdom
13148.0,24,6,1946.3600000000001,United Kingdom
13151.0,7,1,1257.8700000000001,United Kingdom
13152.0,367,2,810.82,United Kingdom
13154.0,447,1,337.1,United Kingdom
13155.0,38,2,569.2,United Kingdom
13156.0,379,2,1239.6,United Kingdom
13157.0,9,1,197.82,United Kingdom
13158.0,30,1,256.40999999999997,United Kingdom
13161.0,24,1,112.75,United Kingdom
13162.0,46,6,4272.97,United Kingdom
13164.0,379,1,275.8,United Kingdom
13165.0,62,1,354.64,United Kingdom
13168.0,3,2,841.23,United Kingdom
13171.0,10,1,140.35,United Kingdom
13173.0,78,5,959.88,United Kingdom
13174.0,27,5,3655.44,United Kingdom
13175.0,447,1,319.15,United Kingdom
13178.0,7,5,3036.34,United Kingdom
13183.0,46,1,625.04,United Kingdom
13184.0,1,1,212.52,United Kingdom
13187.0,48,1,236.02,United Kingdom
13190.0,389,2,362.05,United Kingdom
13191.0,369,1,164.69,United Kingdom
13192.0,398,1,724.92,United Kingdom
13198.0,30,2,1184.74,United Kingdom
13199.0,8,13,2723.2200000000003,United Kingdom
13202.0,442,1,320.2,United Kingdom
13203.0,433,1,339.9,United Kingdom
13204.0,442,1,966.6600000000001,United Kingdom
13206.0,371,7,5044.23,United Kingdom
13208.0,20,2,229.57,United Kingdom
13209.0,37,3,687.5,United Kingdom
13211.0,72,2,346.54,United Kingdom
13217.0,367,1,132.5,United Kingdom
13221.0,71,1,498.16,United Kingdom
13223.0,377,1,216.60000000000002,United Kingdom
13225.0,49,5,5617.53,United Kingdom
13230.0,6,4,530.22,United Kingdom
13233.0,47,2,594.87,United Kingdom
13234.0,384,2,356.95,United Kingdom
13238.0,71,1,91.15,United Kingdom
13240.0,77,1,224.07,United Kingdom
13242.0,380,1,117.0,United Kingdom
13246.0,4,3,1083.56,United Kingdom
13249.0,396,1,76.4,United Kingdom
13253.0,50,2,1450.87,United Kingdom
13255.0,85,1,225.7,United Kingdom
13259.0,388,3,475.58,United Kingdom
13263.0,36,1,141.66,United Kingdom
13266.0,434,1,295.55,United Kingdom
13267.0,43,7,2323.51,United Kingdom
13269.0,72,5,1188.79,United Kingdom
13270.0,77,1,590.0,United Kingdom
13280.0,27,2,699.36,United Kingdom
13284.0,42,1,201.19,United Kingdom
13285.0,1,1,666.89,United Kingdom
13287.0,416,1,264.38,United Kingdom
13288.0,377,1,365.76,United Kingdom
13289.0,435,1,307.95,United Kingdom
13291.0,377,1,179.37,United Kingdom
13293.0,380,1,236.6,United Kingdom
13295.0,71,1,201.20000000000002,United Kingdom
13301.0,4,1,173.91,United Kingdom
13304.0,62,2,608.27,United Kingdom
13305.0,7,2,288.9,United Kingdom
13309.0,20,1,390.71,United Kingdom
13310.0,35,1,410.18,United Kingdom
13313.0,51,4,1003.29,United Kingdom
13315.0,400,1,310.26,United Kingdom
13317.0,70,4,1182.92,United Kingdom
13319.0,15,14,5499.05,United Kingdom
13324.0,24,2,1110.6,United Kingdom
13327.0,7,6,2340.7200000000003,United Kingdom
13328.0,27,1,1308.48,United Kingdom
13329.0,78,2,638.85,United Kingdom
13330.0,27,2,974.39,United Kingdom
13333.0,370,1,162.18,United Kingdom
13334.0,17,1,1660.44,United Kingdom
13338.0,415,1,757.1,United Kingdom
13340.0,366,2,6045.54,United Kingdom
13360.0,405,2,715.15,United Kingdom
13368.0,49,1,35.400000000000006,United Kingdom
13369.0,77,1,308.28000000000003,United Kingdom
13370.0,83,1,754.87,United Kingdom
13373.0,445,1,748.42,United Kingdom
13381.0,10,3,1396.5,United Kingdom
13382.0,443,1,255.04,United Kingdom
13385.0,41,1,534.57,United Kingdom
13392.0,389,1,91.14,United Kingdom
13393.0,367,3,888.37,United Kingdom
13394.0,21,5,1933.17,United Kingdom
13396.0,31,1,387.27000000000004,United Kingdom
13397.0,6,4,1317.91,United Kingdom
13402.0,83,1,308.28000000000003,United Kingdom
13403.0,435,1,78.6,United Kingdom
13405.0,29,2,306.51,United Kingdom
13407.0,373,1,1384.02,United Kingdom
13408.0,9,19,12328.072,United Kingdom
13410.0,2,3,933.16,United Kingdom
13413.0,398,1,17.49,United Kingdom
13414.0,8,1,390.0,United Kingdom
13415.0,439,1,483.42,United Kingdom
13416.0,448,1,228.3,United Kingdom
13417.0,381,1,604.1,United Kingdom
13418.0,70,6,2391.38,United Kingdom
13421.0,1,4,1644.53,United Kingdom
13425.0,6,1,401.57,United Kingdom
13426.0,48,4,1581.7,United Kingdom
13427.0,433,1,96.0,United Kingdom
13431.0,371,1,293.45,United Kingdom
13433.0,408,1,95.19999999999999,United Kingdom
13434.0,367,1,339.18,United Kingdom
13442.0,378,3,419.87,United Kingdom
13443.0,389,1,229.76999999999998,United Kingdom
13446.0,375,1,541.19,United Kingdom
13448.0,75,6,2478.94,United Kingdom
13451.0,45,1,401.49,United Kingdom
13453.0,1,1,185.0,United Kingdom
13455.0,78,3,1124.59,United Kingdom
13457.0,400,2,148.22,United Kingdom
13458.0,16,3,3493.9,United Kingdom
13459.0,394,1,630.79,United Kingdom
13462.0,401,2,377.52,United Kingdom
13468.0,13,16,3678.18,United Kingdom
13473.0,44,2,630.0,United Kingdom
13475.0,10,1,317.12,United Kingdom
13477.0,3,2,608.1,United Kingdom
13478.0,388,1,386.19,United Kingdom
13480.0,391,1,493.94,United Kingdom
13481.0,447,1,311.2,United Kingdom
13485.0,443,2,204.70000000000002,United Kingdom
13487.0,64,2,297.1,United Kingdom
13488.0,20,4,3746.49,United Kingdom
13489.0,6,1,77.28,United Kingdom
13491.0,22,10,1869.22,United Kingdom
13494.0,23,1,316.26000000000005,United Kingdom
13495.0,71,4,1685.34,United Kingdom
13496.0,71,1,501.01,United Kingdom
13497.0,80,2,370.45000000000005,United Kingdom
13498.0,441,1,327.38,United Kingdom
13502.0,35,1,114.6,United Kingdom
13503.0,372,2,931.02,United Kingdom
13506.0,27,2,458.52,United Kingdom
13510.0,388,2,655.58,United Kingdom
13511.0,388,1,282.76,United Kingdom
13513.0,366,1,299.64,United Kingdom
13514.0,393,1,346.3,United Kingdom
13520.0,36,4,2055.6,Switzerland
13523.0,77,1,566.95,United Kingdom
13526.0,450,2,1182.0,United Kingdom
13527.0,38,3,895.04,United Kingdom
13531.0,77,2,617.15,United Kingdom
13534.0,16,8,1029.75,United Kingdom
13538.0,27,3,970.34,United Kingdom
13539.0,20,1,164.1,United Kingdom
13540.0,367,2,369.25,United Kingdom
13542.0,375,4,725.15,United Kingdom
13543.0,398,1,588.45,United Kingdom
13551.0,30,2,244.2,United Kingdom
13552.0,27,3,1046.66,United Kingdom
13553.0,386,1,517.8,United Kingdom
13555.0,401,2,816.48,United Kingdom
13557.0,391,4,1026.32,United Kingdom
13562.0,385,3,1600.0,United Kingdom
13564.0,65,9,3721.51,United Kingdom
13565.0,45,1,110.17999999999999,United Kingdom
13569.0,79,1,118.32,United Kingdom
13571.0,367,2,271.43,United Kingdom
13576.0,2,7,2765.9900000000002,United Kingdom
13577.0,434,3,399.4,United Kingdom
13579.0,80,2,548.25,United Kingdom
13581.0,20,1,118.0,United Kingdom
13583.0,390,1,664.001,United Kingdom
13584.0,18,2,143.7,United Kingdom
13585.0,449,1,12.75,United Kingdom
13587.0,375,1,568.3,United Kingdom
13589.0,445,1,269.15,United Kingdom
13590.0,15,3,1234.48,United Kingdom
13591.0,436,1,53.2,United Kingdom
13593.0,47,1,559.85,United Kingdom
13599.0,48,6,2743.02,United Kingdom
13600.0,23,1,219.52,United Kingdom
13604.0,370,1,717.62,United Kingdom
13606.0,23,1,70.02,United Kingdom
13610.0,393,2,461.03000000000003,United Kingdom
13611.0,71,2,641.08,United Kingdom
13613.0,372,1,468.0,United Kingdom
13614.0,42,1,205.75,United Kingdom
13615.0,30,2,1225.84,United Kingdom
13616.0,402,1,182.25,United Kingdom
13619.0,385,1,102.74,United Kingdom
13622.0,408,1,658.95,United Kingdom
13623.0,9,3,1206.04,United Kingdom
13627.0,69,1,311.19,United Kingdom
13628.0,387,1,310.14,United Kingdom
13629.0,22,3,2085.0,United Kingdom
13634.0,38,3,802.3000000000001,United Kingdom
13635.0,436,2,797.15,United Kingdom
13641.0,430,4,781.86,United Kingdom
13643.0,443,1,311.8,United Kingdom
13648.0,381,2,573.53,United Kingdom
13649.0,77,1,197.8,United Kingdom
13650.0,394,1,505.13,United Kingdom
13652.0,80,1,308.8,United Kingdom
13654.0,449,1,159.98000000000002,United Kingdom
13656.0,48,1,162.70000000000002,United Kingdom
13658.0,384,1,982.26,United Kingdom
13659.0,32,2,1466.43,United Kingdom
13662.0,370,2,300.47,United Kingdom
13666.0,447,1,19.5,United Kingdom
13668.0,7,6,2580.38,United Kingdom
13672.0,12,3,419.92,United Kingdom
13679.0,446,1,126.8,United Kingdom
13680.0,49,7,7261.43,United Kingdom
13693.0,396,5,904.41,United Kingdom
13694.0,1,35,52453.21,United Kingdom
13696.0,377,1,306.0,United Kingdom
13698.0,393,1,184.3,United Kingdom
13700.0,39,4,237.56,United Kingdom
13703.0,30,1,99.5,United Kingdom
13705.0,85,1,318.14,United Kingdom
13706.0,14,1,330.79,United Kingdom
13707.0,27,1,583.41,United Kingdom
13709.0,26,2,781.44,United Kingdom
13711.0,395,4,1019.9,United Kingdom
13715.0,50,4,941.85,United Kingdom
13717.0,10,1,298.05,United Kingdom
13718.0,7,1,114.05000000000001,United Kingdom
13725.0,4,3,1304.63,United Kingdom
13727.0,413,2,223.65,United Kingdom
13728.0,22,4,682.42,United Kingdom
13729.0,395,1,357.88,United Kingdom
13733.0,446,1,149.10000000000002,United Kingdom
13735.0,399,2,1028.07,United Kingdom
13736.0,445,1,720.79,United Kingdom
13740.0,449,1,311.69,United Kingdom
13742.0,11,2,995.28,United Kingdom
13744.0,3,1,893.16,United Kingdom
13747.0,85,1,79.6,United Kingdom
13748.0,85,2,377.1,United Kingdom
13750.0,8,2,688.8000000000001,United Kingdom
13753.0,448,1,642.2,United Kingdom
13754.0,28,1,156.0,United Kingdom
13756.0,70,5,1413.5400000000002,United Kingdom
13757.0,386,1,195.55,United Kingdom
13758.0,46,7,4136.9,United Kingdom
13761.0,368,1,311.9,United Kingdom
13762.0,410,1,447.36,United Kingdom
13764.0,48,1,499.89,United Kingdom
13767.0,2,18,8508.09,United Kingdom
13768.0,438,2,875.97,United Kingdom
13769.0,37,4,1145.18,United Kingdom
13770.0,441,1,174.33,United Kingdom
13773.0,371,1,91.4,United Kingdom
13777.0,7,20,15929.08,United Kingdom
13781.0,432,1,314.44,United Kingdom
13782.0,39,3,459.92,United Kingdom
13783.0,384,1,488.88,United Kingdom
13784.0,23,3,329.64,United Kingdom
13786.0,78,2,953.49,United Kingdom
13787.0,75,3,507.83,United Kingdom
13798.0,4,20,16549.12,United Kingdom
13799.0,5,1,341.7,United Kingdom
13800.0,21,2,1037.02,United Kingdom
13802.0,23,2,1374.5,United Kingdom
13804.0,1,1,723.63,United Kingdom
13807.0,78,2,220.55,United Kingdom
13809.0,17,1,155.05,Cyprus
13813.0,379,2,567.13,Germany
13815.0,30,2,1750.87,Germany
13817.0,63,1,128.7,Germany
13819.0,13,6,2642.35,United Kingdom
13820.0,392,1,235.12,United Kingdom
13821.0,405,3,692.2,United Kingdom
13823.0,384,2,924.48,United Kingdom
13824.0,22,1,442.88,United Kingdom
13825.0,441,1,143.36,United Kingdom
13831.0,81,6,2439.52,United Kingdom
13834.0,381,1,202.45,United Kingdom
13837.0,29,1,113.7,United Kingdom
13838.0,81,1,238.11,United Kingdom
13842.0,21,6,1271.67,United Kingdom
13846.0,71,1,411.4,United Kingdom
13847.0,431,1,310.72,United Kingdom
13848.0,9,3,1415.0,United Kingdom
13851.0,391,1,199.29999999999998,United Kingdom
13854.0,1,10,3046.63,United Kingdom
13855.0,432,2,809.1,United Kingdom
13859.0,37,1,201.16,United Kingdom
13862.0,2,2,678.85,United Kingdom
13865.0,1,1,123.30000000000001,United Kingdom
13869.0,24,3,2156.19,United Kingdom
13870.0,381,1,611.54,United Kingdom
13871.0,20,2,1010.0500000000001,United Kingdom
13872.0,437,1,252.12,United Kingdom
13873.0,21,1,121.45,United Kingdom
13874.0,69,2,690.8,United Kingdom
13875.0,12,3,955.62,United Kingdom
13877.0,401,1,154.83,United Kingdom
13880.0,8,2,308.0,United Kingdom
13881.0,23,1,1025.34,United Kingdom
13883.0,442,1,24.65,United Kingdom
13889.0,397,1,319.38,United Kingdom
13890.0,70,2,404.0,United Kingdom
13893.0,9,1,821.1,United Kingdom
13894.0,22,1,160.85,United Kingdom
13895.0,448,1,831.0,United Kingdom
13897.0,388,1,482.67,United Kingdom
13898.0,37,1,155.93,United Kingdom
13901.0,30,3,1089.99,United Kingdom
13902.0,372,4,27228.96,Denmark
13904.0,6,1,201.12,United Kingdom
13905.0,444,1,312.65,United Kingdom
13907.0,403,1,136.8,United Kingdom
13911.0,9,2,559.27,United Kingdom
13916.0,387,1,364.5,United Kingdom
13921.0,433,1,102.75,United Kingdom
13922.0,63,1,172.25,United Kingdom
13929.0,37,3,843.47,United Kingdom
13931.0,436,3,1630.06,United Kingdom
13932.0,6,1,307.4,United Kingdom
13939.0,23,1,184.5,United Kingdom
13941.0,9,4,3232.1,United Kingdom
13946.0,447,1,280.2,United Kingdom
13948.0,72,2,257.65,United Kingdom
13951.0,5,1,212.56,United Kingdom
13952.0,370,2,3387.51,United Kingdom
13953.0,64,3,1625.0,United Kingdom
13955.0,17,1,205.1,United Kingdom
13957.0,370,1,102.84,United Kingdom
13958.0,446,2,811.5500000000001,United Kingdom
13959.0,73,1,214.74,United Kingdom
13963.0,19,4,664.54,United Kingdom
13965.0,380,2,786.01,United Kingdom
13969.0,34,2,662.83,United Kingdom
13971.0,394,1,267.21999999999997,United Kingdom
13975.0,387,1,553.66,United Kingdom
13976.0,380,1,275.41,United Kingdom
13979.0,448,1,203.78,United Kingdom
13980.0,367,1,216.9,United Kingdom
13982.0,38,3,1739.25,United Kingdom
13983.0,17,6,2257.51,United Kingdom
13984.0,36,5,654.52,United Kingdom
13985.0,379,1,224.35,United Kingdom
13993.0,1,4,1592.65,United Kingdom
13995.0,433,1,143.7,United Kingdom
13999.0,34,5,1623.05,United Kingdom
14000.0,449,1,192.0,United Kingdom
14001.0,85,1,301.24,United Kingdom
14003.0,444,1,209.41,United Kingdom
14006.0,23,1,304.44,United Kingdom
14016.0,68,3,2684.63,EIRE
14030.0,16,8,3028.87,United Kingdom
14031.0,35,13,11104.45,United Kingdom
14032.0,67,5,1542.4,United Kingdom
14035.0,9,1,301.6,United Kingdom
14037.0,76,3,569.02,United Kingdom
14038.0,385,1,704.5500000000001,United Kingdom
